"PERIOD","Target","Source","PRODUCT","FLOW","STAT_REGIME","INDICATORS","Value","Flag and Footnotes"
"2000-03-01","Belgien","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","20.0",""
"2000-03-01","Belgien","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","20.0",""
"2000-03-01","Belgien","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","1698.3",""
"2000-03-01","Belgien","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","549554.2",""
"2000-03-01","Belgien","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","20510.5",""
"2000-03-01","Belgien","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","75666.8",""
"2000-03-01","Belgien","Argentinien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","60.8",""
"2000-03-01","Belgien","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","223049.2",""
"2000-03-01","Luxemburg","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","1281.0",""
"2000-03-01","Luxemburg","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","2667.8",""
"2000-03-01","Luxemburg","China","Total","EINFUHR","NORMAL","QUANTITY_TON","737.7",""
"2000-03-01","Luxemburg","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","124.2",""
"2000-03-01","Luxemburg","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","532.4",""
"2000-03-01","Luxemburg","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","58.1",""
"2000-03-01","Luxemburg","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","1.5",""
"2000-03-01","Schweden","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","14983.0",""
"2000-03-01","Schweden","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","159661.4",""
"2000-03-01","Schweden","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","17.1",""
"2000-03-01","Schweden","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.1",""
"2000-03-01","Schweden","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.1",""
"2000-03-01","Schweden","China","Total","EINFUHR","NORMAL","QUANTITY_TON","65297.4",""
"2000-03-01","Schweden","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","3.8",""
"2000-03-01","Schweden","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","1057.4",""
"2000-03-01","Schweden","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","48937.4",""
"2000-03-01","Schweden","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","23029.7",""
"2000-03-01","Schweden","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","2044.2",""
"2000-03-01","Schweden","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","72695.0",""
"2000-03-01","Schweden","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2000-03-01","Finnland","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","19512.0",""
"2000-03-01","Finnland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","99532.4",""
"2000-03-01","Finnland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","1.2",""
"2000-03-01","Finnland","China","Total","EINFUHR","NORMAL","QUANTITY_TON","8871.7",""
"2000-03-01","Finnland","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","1.2",""
"2000-03-01","Finnland","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","107.1",""
"2000-03-01","Finnland","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","17504.8",""
"2000-03-01","Finnland","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","11039.2",""
"2000-03-01","Finnland","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","15633.9",""
"2000-03-01","Finnland","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","16854.7",""
"2000-03-01","Finnland","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2000-03-01","Oesterreich","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","5024.1",""
"2000-03-01","Oesterreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","7808.8",""
"2000-03-01","Oesterreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","4.9",""
"2000-03-01","Oesterreich","China","Total","EINFUHR","NORMAL","QUANTITY_TON","13426.8",""
"2000-03-01","Oesterreich","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","180.9",""
"2000-03-01","Oesterreich","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","66941.5",""
"2000-03-01","Oesterreich","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","1156.2",""
"2000-03-01","Oesterreich","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","251.2",""
"2000-03-01","Oesterreich","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","1259.0",""
"2000-04-01","Frankreich","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","107676.6",""
"2000-04-01","Frankreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","471077.6",""
"2000-04-01","Frankreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","340.7",""
"2000-04-01","Frankreich","China","Total","EINFUHR","NORMAL","QUANTITY_TON","148826.6",""
"2000-04-01","Frankreich","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","225.1",""
"2000-04-01","Frankreich","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","3898.2",""
"2000-04-01","Frankreich","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","619145.0",""
"2000-04-01","Frankreich","Brasilien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","181.9",""
"2000-04-01","Frankreich","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","51575.8",""
"2000-04-01","Frankreich","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","99316.9",""
"2000-04-01","Frankreich","Argentinien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","481.8",""
"2000-04-01","Frankreich","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","920363.0",""
"2000-04-01","Frankreich","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2000-04-01","Niederlande","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","34697.9",""
"2000-04-01","Niederlande","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","801442.0",""
"2000-04-01","Niederlande","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","16.8",""
"2000-04-01","Niederlande","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","1.2",""
"2000-04-01","Niederlande","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","1.2",""
"2000-04-01","Niederlande","China","Total","EINFUHR","NORMAL","QUANTITY_TON","179355.5",""
"2000-04-01","Niederlande","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","11.5",""
"2000-04-01","Niederlande","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","2349.8",""
"2000-04-01","Niederlande","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","785616.2",""
"2000-04-01","Niederlande","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","71527.2",""
"2000-04-01","Niederlande","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","155554.0",""
"2000-04-01","Niederlande","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","485200.4",""
"2000-04-01","Deutschland","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","98378.3",""
"2000-04-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","444860.3",""
"2000-04-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","5322.9",""
"2000-04-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","34.5",""
"2000-04-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","34.5",""
"2000-04-01","Deutschland","China","Total","EINFUHR","NORMAL","QUANTITY_TON","338153.9",""
"2000-04-01","Deutschland","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","312.7",""
"2000-04-01","Deutschland","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","7180.6",""
"2000-04-01","Deutschland","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","1057724.0",""
"2000-04-01","Deutschland","Brasilien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","23.4",""
"2000-04-01","Deutschland","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","20000.2",""
"2000-04-01","Deutschland","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","39067.1",""
"2000-04-01","Deutschland","Argentinien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","11.9",""
"2000-04-01","Deutschland","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","356271.6",""
"2000-04-01","Deutschland","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2000-04-01","Italien","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","32545.0",""
"2000-04-01","Italien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","932127.5",""
"2000-04-01","Italien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","184.6",""
"2000-04-01","Italien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.4",""
"2000-04-01","Italien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.4",""
"2000-04-01","Italien","China","Total","EINFUHR","NORMAL","QUANTITY_TON","281688.6",""
"2000-04-01","Italien","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","341.6",""
"2000-04-01","Italien","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","10306.9",""
"2000-04-01","Italien","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","1202744.9",""
"2000-04-01","Italien","Brasilien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","5.9",""
"2000-04-01","Italien","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","80288.0",""
"2000-04-01","Italien","Chile","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","1.1",""
"2000-04-01","Italien","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","218809.0",""
"2000-04-01","Italien","Argentinien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.1",""
"2000-04-01","Italien","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","432608.0",""
"2000-04-01","Italien","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","38.8",""
"2000-04-01","Ver.Koenigr.","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","61826.7",""
"2000-04-01","Ver.Koenigr.","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","559432.7",""
"2000-04-01","Ver.Koenigr.","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","422.8",""
"2000-04-01","Ver.Koenigr.","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","22.0",""
"2000-04-01","Ver.Koenigr.","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","22.0",""
"2000-04-01","Ver.Koenigr.","China","Total","EINFUHR","NORMAL","QUANTITY_TON","245821.3",""
"2000-04-01","Ver.Koenigr.","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","38.4",""
"2000-04-01","Ver.Koenigr.","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","5296.0",""
"2000-04-01","Ver.Koenigr.","Simbabwe","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2000-04-01","Ver.Koenigr.","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","185562.7",""
"2000-04-01","Ver.Koenigr.","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","42967.4",""
"2000-04-01","Ver.Koenigr.","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","55532.0",""
"2000-04-01","Ver.Koenigr.","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","1154676.0",""
"2000-04-01","Ver.Koenigr.","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.2",""
"2000-04-01","Irland","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","1390.1",""
"2000-04-01","Irland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","102336.2",""
"2000-04-01","Irland","China","Total","EINFUHR","NORMAL","QUANTITY_TON","8156.8",""
"2000-04-01","Irland","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","7.5",""
"2000-04-01","Irland","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","58101.2",""
"2000-04-01","Irland","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","130.2",""
"2000-04-01","Irland","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","208.1",""
"2000-04-01","Irland","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","352.4",""
"2000-04-01","Daenemark","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","9448.9",""
"2000-04-01","Daenemark","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","92664.1",""
"2000-04-01","Daenemark","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","2.7",""
"2000-04-01","Daenemark","China","Total","EINFUHR","NORMAL","QUANTITY_TON","31818.5",""
"2000-04-01","Daenemark","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","7.7",""
"2000-04-01","Daenemark","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","158.8",""
"2000-04-01","Daenemark","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","1599.2",""
"2000-04-01","Daenemark","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","2485.5",""
"2000-04-01","Daenemark","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","8232.6",""
"2000-04-01","Daenemark","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","435.5",""
"2000-04-01","Griechenland","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","4834.9",""
"2000-04-01","Griechenland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","70718.3",""
"2000-04-01","Griechenland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.1",""
"2000-04-01","Griechenland","China","Total","EINFUHR","NORMAL","QUANTITY_TON","15875.0",""
"2000-04-01","Griechenland","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","161.3",""
"2000-04-01","Griechenland","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","2547.2",""
"2000-04-01","Griechenland","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","2568.4",""
"2000-04-01","Griechenland","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","20781.5",""
"2000-04-01","Griechenland","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","541.8",""
"2000-04-01","Portugal","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","119219.9",""
"2000-04-01","Portugal","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2000-04-01","Portugal","China","Total","EINFUHR","NORMAL","QUANTITY_TON","6837.8",""
"2000-04-01","Portugal","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","1289.8",""
"2000-04-01","Portugal","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","153184.7",""
"2000-04-01","Portugal","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","4125.0",""
"2000-04-01","Portugal","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","41737.0",""
"2000-04-01","Portugal","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","935.3",""
"2000-04-01","Portugal","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.3",""
"2000-04-01","Spanien","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","423044.6",""
"2000-04-01","Spanien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","603851.4",""
"2000-04-01","Spanien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","5.8",""
"2000-04-01","Spanien","China","Total","EINFUHR","NORMAL","QUANTITY_TON","143376.6",""
"2000-04-01","Spanien","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","20.0",""
"2000-04-01","Spanien","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","20.0",""
"2000-04-01","Spanien","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","3324.6",""
"2000-04-01","Spanien","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","490041.6",""
"2000-04-01","Spanien","Brasilien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","1.7",""
"2000-04-01","Spanien","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","83518.8",""
"2000-04-01","Spanien","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","102064.5",""
"2000-04-01","Spanien","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","189747.4",""
"2000-04-01","Spanien","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.4",""
"2000-04-01","Belgien","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","25126.6",""
"2000-04-01","Belgien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","570890.2",""
"2000-04-01","Belgien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","18.2",""
"2000-04-01","Belgien","China","Total","EINFUHR","NORMAL","QUANTITY_TON","93887.2",""
"2000-04-01","Belgien","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","33.1",""
"2000-04-01","Belgien","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","22.0",""
"2000-04-01","Belgien","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","22.0",""
"2000-04-01","Belgien","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","897.1",""
"2000-04-01","Belgien","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","423999.7",""
"2000-04-01","Belgien","Brasilien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","1.0",""
"2000-04-01","Belgien","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","12436.3",""
"2000-04-01","Belgien","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","100945.7",""
"2000-04-01","Belgien","Argentinien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","37.5",""
"2000-04-01","Belgien","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","126033.4",""
"2000-04-01","Luxemburg","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","743.8",""
"2000-04-01","Luxemburg","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","2040.3",""
"2000-04-01","Luxemburg","China","Total","EINFUHR","NORMAL","QUANTITY_TON","711.4",""
"2000-04-01","Luxemburg","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","32.2",""
"2000-04-01","Luxemburg","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","225.8",""
"2000-04-01","Luxemburg","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","24.6",""
"2000-04-01","Luxemburg","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","1.2",""
"2000-04-01","Schweden","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","13808.3",""
"2000-04-01","Schweden","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","64325.3",""
"2000-04-01","Schweden","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","34.9",""
"2000-04-01","Schweden","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","18.4",""
"2000-04-01","Schweden","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","18.4",""
"2000-04-01","Schweden","China","Total","EINFUHR","NORMAL","QUANTITY_TON","66965.5",""
"2000-04-01","Schweden","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","1.8",""
"2000-04-01","Schweden","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","751.6",""
"2000-04-01","Schweden","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","25674.6",""
"2000-04-01","Schweden","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","25695.0",""
"2000-04-01","Schweden","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","5252.7",""
"2000-04-01","Schweden","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","981.0",""
"2000-04-01","Schweden","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","141.1",""
"2000-04-01","Finnland","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","7971.6",""
"2000-04-01","Finnland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","98459.3",""
"2000-04-01","Finnland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","4.3",""
"2000-04-01","Finnland","China","Total","EINFUHR","NORMAL","QUANTITY_TON","12509.6",""
"2000-04-01","Finnland","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","3.6",""
"2000-04-01","Finnland","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","73.2",""
"2000-04-01","Finnland","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","28882.8",""
"2000-04-01","Finnland","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","6097.0",""
"2000-04-01","Finnland","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","323.6",""
"2000-04-01","Finnland","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","18739.2",""
"2000-04-01","Oesterreich","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","2251.0",""
"2000-04-01","Oesterreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","7161.7",""
"2000-04-01","Oesterreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.6",""
"2000-04-01","Oesterreich","China","Total","EINFUHR","NORMAL","QUANTITY_TON","9734.4",""
"2000-04-01","Oesterreich","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","533.1",""
"2000-04-01","Oesterreich","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","56352.2",""
"2000-04-01","Oesterreich","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","582.6",""
"2000-04-01","Oesterreich","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","1726.8",""
"2000-04-01","Oesterreich","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","1163.3",""
"2000-05-01","Frankreich","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","104421.0",""
"2000-05-01","Frankreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","517960.1",""
"2000-05-01","Frankreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","167.5",""
"2000-05-01","Frankreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.0",""
"2000-05-01","Frankreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.0",""
"2000-05-01","Frankreich","China","Total","EINFUHR","NORMAL","QUANTITY_TON","204023.6",""
"2000-05-01","Frankreich","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","200.0",""
