period,continent,country,source_continent,source_country,product_type,product_name,quantity,company,company_country
01.01.2010,europe,switzerland,africa,drc,mineral,graphite,669.4649686,swiss_group,switzerland
01.01.2010,europe,switzerland,america,usa,mineral,cobalt,47.89210388,swiss_group,switzerland
01.01.2010,europe,switzerland,asia,china,mineral,graphite,474.043824,taiyuan_mining_group,china
01.01.2010,europe,switzerland,america,chile,mineral,lithium,137.3401428,swiss_group,switzerland
01.01.2010,europe,switzerland,america,brasil,mineral,silicon,25.34042841,swiss_group,switzerland
01.01.2010,europe,spain,africa,zimbabwe,mineral,lithium,3.332100371,zimbabwe_group,zimbabwe
01.01.2010,europe,germany,asia,russia,mineral,cobalt,36.32266731,russia_mining_network,russia
01.01.2010,europe,italy,asia,russia,mineral,cobalt,106.9729635,russia_mining_network,russia
01.01.2010,europe,italy,america,brasil,mineral,silicon,80.49783586,glencore,uk
01.01.2010,europe,uk,asia,china,mineral,graphite,1368.871688,byd_group,china
01.01.2010,europe,poland,asia,russia,mineral,cobalt,122.9196698,russia_mining_network,russia
01.01.2010,europe,poland,europe,poland,mineral,lithium,1605.233691,poland_group,poland
01.01.2010,europe,spain,africa,drc,mineral,cobalt,152.8525211,,
01.01.2010,europe,uk,america,chile,mineral,lithium,3084.607774,taiyuan_mining_group,china
01.01.2010,europe,spain,asia,russia,mineral,cobalt,20.400875,russia_mining_network,russia
01.01.2010,europe,uk,asia,china,mineral,lithium,18724.42629,byd_group,china
01.01.2010,europe,spain,america,brasil,mineral,lithium,1022.013287,glencore,uk
01.01.2010,europe,switzerland,asia,russia,mineral,cobalt,17.0224786,glencore,uk
01.01.2010,europe,uk,america,usa,mineral,cobalt,216.4335008,newmont_goldcorp,usa
01.01.2010,europe,uk,asia,russia,mineral,cobalt,27.79286421,russia_mining_network,russia
01.01.2010,asia,china,asia,china,mineral,lithium,1618.890438,taiyuan_mining_group,china
01.01.2010,asia,china,africa,drc,mineral,nickel,686.3603002,byd_group,china
01.01.2010,asia,china,africa,drc,mineral,graphite,1122.236949,taiyuan_mining_group,china
01.01.2010,asia,china,america,argentina,mineral,lithium,814.3319309,newmont_goldcorp,usa
01.01.2010,asia,china,oceany,australia,mineral,lithium,2210.088977,byd_group,china
01.01.2010,asia,china,africa,drc,mineral,cobalt,75.76360154,,
01.01.2010,europe,belgium,asia,japan,manufactured,lithium_battery,56.85108409,sanyo,japan
01.01.2010,america,usa,asia,japan,manufactured,nickel_battery,68.56635446,sanyo,japan
01.01.2010,europe,belgium,asia,south_korea,manufactured,lithium_battery,144.1172313,kokam_co,south_korea
01.01.2010,america,usa,asia,south_korea,manufactured,nickel_battery,135.8034714,kokam_co,south_korea
01.01.2010,america,usa,europe,uk,manufactured,lithium_battery,62.69299904,glencore,uk
01.01.2010,america,usa,america,usa,manufactured,lithium_battery,68.92598129,taiyuan_mining_group,china
01.01.2010,europe,germany,europe,finland,mineral,nickel,12563.42966,german_mining_network,germany
01.01.2010,europe,france,europe,finland,mineral,nickel,1506.000453,finland_national_group,finland
01.01.2010,europe,spain,europe,finland,mineral,nickel,713.6553104,finland_national_group,finland
01.01.2010,europe,poland,europe,finland,mineral,nickel,10511.14339,poland_group,poland
01.01.2010,europe,italy,europe,finland,mineral,nickel,6549.508554,glencore,uk
01.01.2010,europe,finland,europe,finland,mineral,nickel,10106.70308,finland_national_group,finland
01.01.2010,europe,uk,europe,finland,mineral,nickel,25.03487364,glencore,uk
01.01.2010,europe,switzerland,europe,finland,mineral,nickel,2390.567711,swiss_group,switzerland
01.06.2011,europe,belgium,asia,china,mineral,cobalt,95.44765346,byd_group,china
01.06.2011,europe,belgium,africa,drc,mineral,nickel,389.5785116,areva,france
01.06.2011,europe,belgium,america,usa,mineral,silicon,798.129105,newmont_goldcorp,usa
01.06.2011,europe,belgium,asia,russia,mineral,nickel,15.63142229,newmont_goldcorp,usa
01.06.2011,europe,belgium,america,chile,mineral,lithium,4716.491835,byd_group,china
01.06.2011,europe,italy,africa,drc,mineral,cobalt,147.6452039,areva,france
01.06.2011,europe,belgium,asia,china,manufactured,lithium_battery,9.117747641,byd_group,china
01.06.2011,europe,germany,asia,china,manufactured,lithium_battery,332.225023,byd_group,china
01.06.2011,america,usa,asia,china,manufactured,lithium_battery,351.6552397,byd_group,china
01.06.2011,europe,france,america,chile,mineral,lithium,5975.63121,chile_nat_group,chile
01.06.2011,europe,poland,america,chile,mineral,lithium,2463.779283,chile_nat_group,chile
01.06.2011,asia,china,america,chile,mineral,lithium,2898.651347,chile_nat_group,chile
01.06.2011,europe,france,asia,china,mineral,nickel,4239.993809,byd_group,china
01.06.2011,europe,france,europe,france,manufactured,lithium_battery,1.942120141,french_mining_group,france
01.06.2011,europe,france,asia,russia,mineral,cobalt,139.0128403,french_mining_group,france
01.06.2011,europe,france,america,brasil,mineral,cobalt,118.6133616,french_mining_group,france
01.06.2011,europe,belgium,europe,germany,manufactured,lithium_battery,17.41941338,german_mining_network,germany
01.06.2011,europe,france,europe,germany,manufactured,lithium_battery,65.50662145,german_mining_network,germany
01.06.2011,europe,germany,africa,drc,mineral,cobalt,41.20590595,german_mining_network,germany
01.06.2011,america,usa,europe,germany,manufactured,nickel_battery,100.4733194,german_mining_network,germany
01.06.2011,europe,germany,africa,south_africa,mineral,manganese,316.4321808,glencore,uk
01.06.2011,europe,germany,asia,china,mineral,cobalt,12.14761772,byd_group,china
01.06.2011,europe,switzerland,africa,south_africa,mineral,manganese,2.889680339,glencore,uk
01.06.2011,europe,uk,africa,drc,mineral,nickel,833.2551525,glencore,uk
01.06.2011,europe,uk,africa,south_africa,mineral,manganese,548.5057153,glencore,uk
01.06.2011,europe,germany,america,chile,mineral,lithium,5557.734711,byd_group,china
01.06.2011,asia,china,africa,south_africa,mineral,manganese,144.7276526,glencore,uk
01.06.2011,europe,france,america,usa,mineral,silicon,42.48252176,newmont_goldcorp,usa
01.06.2011,europe,italy,asia,china,mineral,cobalt,6.164990631,taiyuan_mining_group,china
01.06.2011,europe,germany,america,usa,mineral,silicon,72.61860685,newmont_goldcorp,usa
01.06.2011,europe,germany,america,brasil,mineral,lithium,4797.858387,newmont_goldcorp,usa
01.06.2011,europe,poland,america,usa,mineral,silicon,11.18389965,newmont_goldcorp,usa
01.06.2011,europe,italy,america,chile,mineral,lithium,3846.318257,byd_group,china
01.06.2011,europe,spain,america,usa,mineral,cobalt,150.1335838,newmont_goldcorp,usa
01.06.2011,asia,china,america,usa,mineral,silicon,35.42540126,newmont_goldcorp,usa
01.06.2011,europe,poland,asia,china,mineral,graphite,2302.875902,byd_group,china
01.06.2011,europe,poland,africa,drc,mineral,cobalt,206.8480194,taiyuan_mining_group,china
01.06.2011,europe,belgium,europe,france,manufactured,lithium_battery,14.20710861,sibelco,belgium
01.06.2011,europe,belgium,america,brasil,mineral,cobalt,367.1271974,sibelco,belgium
01.06.2011,europe,belgium,africa,zimbabwe,mineral,lithium,8977.484976,south_africa_min_group,south_africa
01.06.2011,europe,france,africa,drc,mineral,graphite,2214.63969,south_africa_min_group,south_africa
01.06.2011,europe,france,africa,south_africa,mineral,manganese,137.2367978,south_africa_min_group,south_africa
01.06.2011,europe,spain,asia,china,mineral,graphite,1890.150822,byd_group,china
01.06.2011,europe,italy,africa,south_africa,mineral,silicon,25.80158968,south_africa_min_group,south_africa
01.06.2011,europe,italy,africa,south_africa,mineral,manganese,525.5520107,south_africa_min_group,south_africa
01.06.2011,europe,poland,africa,south_africa,mineral,manganese,188.9579002,south_africa_min_group,south_africa
01.06.2011,europe,spain,america,chile,mineral,lithium,5700.361442,byd_group,china
01.06.2011,europe,switzerland,africa,drc,mineral,graphite,1162.620688,swiss_group,switzerland
01.06.2011,europe,switzerland,america,usa,mineral,cobalt,27.43013234,swiss_group,switzerland
01.06.2011,europe,switzerland,asia,china,mineral,graphite,2324.992974,taiyuan_mining_group,china
01.06.2011,europe,switzerland,america,chile,mineral,lithium,1212.501788,swiss_group,switzerland
01.06.2011,europe,switzerland,america,brasil,mineral,silicon,89.79857838,swiss_group,switzerland
01.06.2011,europe,spain,africa,zimbabwe,mineral,lithium,316.1769171,zimbabwe_group,zimbabwe
01.06.2011,europe,germany,asia,russia,mineral,cobalt,278.5240401,russia_mining_network,russia
01.06.2011,europe,italy,asia,russia,mineral,cobalt,275.3210824,russia_mining_network,russia
01.06.2011,europe,italy,america,brasil,mineral,silicon,42.0241885,glencore,uk
01.06.2011,europe,uk,asia,china,mineral,graphite,1565.660938,byd_group,china
01.06.2011,europe,poland,asia,russia,mineral,cobalt,64.74870826,russia_mining_network,russia
01.06.2011,europe,poland,europe,poland,mineral,lithium,417.5861162,poland_group,poland
01.06.2011,europe,spain,africa,drc,mineral,cobalt,59.11016255,,
01.06.2011,europe,uk,america,chile,mineral,lithium,3722.804473,taiyuan_mining_group,china
01.06.2011,europe,spain,asia,russia,mineral,cobalt,53.99696095,russia_mining_network,russia
01.06.2011,europe,uk,asia,china,mineral,lithium,36.52338569,byd_group,china
01.06.2011,europe,spain,america,brasil,mineral,lithium,6200.631054,glencore,uk
01.06.2011,europe,switzerland,asia,russia,mineral,cobalt,405.9295415,glencore,uk
01.06.2011,europe,uk,america,usa,mineral,cobalt,89.91975647,newmont_goldcorp,usa
01.06.2011,europe,uk,asia,russia,mineral,cobalt,402.2788839,russia_mining_network,russia
01.06.2011,asia,china,asia,china,mineral,lithium,3916.692372,taiyuan_mining_group,china
01.06.2011,asia,china,africa,drc,mineral,nickel,371.8164312,byd_group,china
01.06.2011,asia,china,africa,drc,mineral,graphite,133.5075898,taiyuan_mining_group,china
01.06.2011,asia,china,america,argentina,mineral,lithium,1840.616058,newmont_goldcorp,usa
01.06.2011,asia,china,oceany,australia,mineral,lithium,259.4570071,byd_group,china
01.06.2011,asia,china,africa,drc,mineral,cobalt,485.4979992,,
01.06.2011,europe,belgium,asia,japan,manufactured,lithium_battery,42.28585331,sanyo,japan
01.06.2011,america,usa,asia,japan,manufactured,nickel_battery,7.04157479,sanyo,japan
01.06.2011,europe,belgium,asia,south_korea,manufactured,lithium_battery,1.406114298,kokam_co,south_korea
01.06.2011,america,usa,asia,south_korea,manufactured,nickel_battery,13.31550759,kokam_co,south_korea
01.06.2011,america,usa,europe,uk,manufactured,lithium_battery,62.83363263,glencore,uk
01.06.2011,america,usa,america,usa,manufactured,lithium_battery,94.68211145,taiyuan_mining_group,china
01.06.2011,europe,germany,europe,finland,mineral,nickel,316.554624,german_mining_network,germany
01.06.2011,europe,france,europe,finland,mineral,nickel,1449.935895,finland_national_group,finland
01.06.2011,europe,spain,europe,finland,mineral,nickel,282.29915,finland_national_group,finland
01.06.2011,europe,poland,europe,finland,mineral,nickel,8765.060555,poland_group,poland
01.06.2011,europe,italy,europe,finland,mineral,nickel,6354.02599,glencore,uk
01.06.2011,europe,finland,europe,finland,mineral,nickel,4567.453649,finland_national_group,finland
01.06.2011,europe,uk,europe,finland,mineral,nickel,5358.692001,glencore,uk
01.06.2011,europe,switzerland,europe,finland,mineral,nickel,4119.113336,swiss_group,switzerland
01.01.2012,europe,belgium,asia,china,mineral,cobalt,572.6105828,byd_group,china
01.01.2012,europe,belgium,africa,drc,mineral,nickel,10912.03019,areva,france
01.01.2012,europe,belgium,america,usa,mineral,silicon,577.0159883,newmont_goldcorp,usa
01.01.2012,europe,belgium,asia,russia,mineral,nickel,124.0245539,newmont_goldcorp,usa
01.01.2012,europe,belgium,america,chile,mineral,lithium,108.7953747,byd_group,china
01.01.2012,europe,italy,africa,drc,mineral,cobalt,130.4608548,areva,france
01.01.2012,europe,belgium,asia,china,manufactured,lithium_battery,69.62997609,byd_group,china
01.01.2012,europe,germany,asia,china,manufactured,lithium_battery,54.58118097,byd_group,china
01.01.2012,america,usa,asia,china,manufactured,lithium_battery,504.0055073,byd_group,china
01.01.2012,europe,france,america,chile,mineral,lithium,7364.701118,chile_nat_group,chile
01.01.2012,europe,poland,america,chile,mineral,lithium,7342.71604,chile_nat_group,chile
01.01.2012,asia,china,america,chile,mineral,lithium,2931.531941,chile_nat_group,chile
01.01.2012,europe,france,asia,china,mineral,nickel,6996.099739,byd_group,china
01.01.2012,europe,france,europe,france,manufactured,lithium_battery,8.248092541,french_mining_group,france
01.01.2012,europe,france,asia,russia,mineral,cobalt,1.36175665,french_mining_group,france
01.01.2012,europe,france,america,brasil,mineral,cobalt,286.1405384,french_mining_group,france
01.01.2012,europe,belgium,europe,germany,manufactured,lithium_battery,47.03989016,german_mining_network,germany
01.01.2012,europe,france,europe,germany,manufactured,lithium_battery,254.2179974,german_mining_network,germany
01.01.2012,europe,germany,africa,drc,mineral,cobalt,87.91186611,german_mining_network,germany
01.01.2012,america,usa,europe,germany,manufactured,nickel_battery,214.6970215,german_mining_network,germany
01.01.2012,europe,germany,africa,south_africa,mineral,manganese,113.50963,glencore,uk
01.01.2012,europe,germany,asia,china,mineral,cobalt,275.112244,byd_group,china
01.01.2012,europe,switzerland,africa,south_africa,mineral,manganese,64.32845676,glencore,uk
01.01.2012,europe,uk,africa,drc,mineral,nickel,7355.367926,glencore,uk
01.01.2012,europe,uk,africa,south_africa,mineral,manganese,505.3887843,glencore,uk
01.01.2012,europe,germany,america,chile,mineral,lithium,8835.23604,byd_group,china
01.01.2012,asia,china,africa,south_africa,mineral,manganese,3.202974297,glencore,uk
01.01.2012,europe,france,america,usa,mineral,silicon,69.89858545,newmont_goldcorp,usa
01.01.2012,europe,italy,asia,china,mineral,cobalt,237.1585412,taiyuan_mining_group,china
01.01.2012,europe,germany,america,usa,mineral,silicon,2.275825369,newmont_goldcorp,usa
01.01.2012,europe,germany,america,brasil,mineral,lithium,2646.337831,newmont_goldcorp,usa
01.01.2012,europe,poland,america,usa,mineral,silicon,217.7325227,newmont_goldcorp,usa
01.01.2012,europe,italy,america,chile,mineral,lithium,6826.464714,byd_group,china
01.01.2012,europe,spain,america,usa,mineral,cobalt,13.9265574,newmont_goldcorp,usa
01.01.2012,asia,china,america,usa,mineral,silicon,30.53640369,newmont_goldcorp,usa
01.01.2012,europe,poland,asia,china,mineral,graphite,253.9320857,byd_group,china
01.01.2012,europe,poland,africa,drc,mineral,cobalt,231.2400239,taiyuan_mining_group,china
01.01.2012,europe,belgium,europe,france,manufactured,lithium_battery,6.941114804,sibelco,belgium
01.01.2012,europe,belgium,america,brasil,mineral,cobalt,426.5095457,sibelco,belgium
01.01.2012,europe,belgium,africa,zimbabwe,mineral,lithium,1504.643481,south_africa_min_group,south_africa
01.01.2012,europe,france,africa,drc,mineral,graphite,147.5984537,south_africa_min_group,south_africa
01.01.2012,europe,france,africa,south_africa,mineral,manganese,55.08216971,south_africa_min_group,south_africa
01.01.2012,europe,spain,asia,china,mineral,graphite,91.28303551,byd_group,china
01.01.2012,europe,italy,africa,south_africa,mineral,silicon,186.7810831,south_africa_min_group,south_africa
01.01.2012,europe,italy,africa,south_africa,mineral,manganese,41.58726938,south_africa_min_group,south_africa
01.01.2012,europe,poland,africa,south_africa,mineral,manganese,246.9700231,south_africa_min_group,south_africa
01.01.2012,europe,spain,america,chile,mineral,lithium,266.9112349,byd_group,china
01.01.2012,europe,switzerland,africa,drc,mineral,graphite,313.3241434,swiss_group,switzerland
01.01.2012,europe,switzerland,america,usa,mineral,cobalt,94.87601685,swiss_group,switzerland
01.01.2012,europe,switzerland,asia,china,mineral,graphite,1910.751926,taiyuan_mining_group,china
01.01.2012,europe,switzerland,america,chile,mineral,lithium,4378.909055,swiss_group,switzerland
01.01.2012,europe,switzerland,america,brasil,mineral,silicon,70.03746603,swiss_group,switzerland
01.01.2012,europe,spain,africa,zimbabwe,mineral,lithium,286.5556199,zimbabwe_group,zimbabwe
01.01.2012,europe,germany,asia,russia,mineral,cobalt,417.5031365,russia_mining_network,russia
01.01.2012,europe,italy,asia,russia,mineral,cobalt,136.7689808,russia_mining_network,russia
01.01.2012,europe,italy,america,brasil,mineral,silicon,126.2751114,glencore,uk
01.01.2012,europe,uk,asia,china,mineral,graphite,1556.015365,byd_group,china
01.01.2012,europe,poland,asia,russia,mineral,cobalt,380.9759258,russia_mining_network,russia
01.01.2012,europe,poland,europe,poland,mineral,lithium,7701.641394,poland_group,poland
01.01.2012,europe,spain,africa,drc,mineral,cobalt,657.8251108,,
01.01.2012,europe,uk,america,chile,mineral,lithium,2246.768963,taiyuan_mining_group,china
01.01.2012,europe,spain,asia,russia,mineral,cobalt,111.7325272,russia_mining_network,russia
01.01.2012,europe,uk,asia,china,mineral,lithium,6443.634293,byd_group,china
01.01.2012,europe,spain,america,brasil,mineral,lithium,1020.396617,glencore,uk
01.01.2012,europe,switzerland,asia,russia,mineral,cobalt,181.7759898,glencore,uk
01.01.2012,europe,uk,america,usa,mineral,cobalt,69.42418396,newmont_goldcorp,usa
01.01.2012,europe,uk,asia,russia,mineral,cobalt,54.05567519,russia_mining_network,russia
01.01.2012,asia,china,asia,china,mineral,lithium,3114.304852,taiyuan_mining_group,china
01.01.2012,asia,china,africa,drc,mineral,nickel,753.6891144,byd_group,china
01.01.2012,asia,china,africa,drc,mineral,graphite,1177.176296,taiyuan_mining_group,china
01.01.2012,asia,china,america,argentina,mineral,lithium,15640.04267,newmont_goldcorp,usa
01.01.2012,asia,china,oceany,australia,mineral,lithium,101.3729703,byd_group,china
01.01.2012,asia,china,africa,drc,mineral,cobalt,532.2318562,,
01.01.2012,europe,belgium,asia,japan,manufactured,lithium_battery,19.8184985,sanyo,japan
01.01.2012,america,usa,asia,japan,manufactured,nickel_battery,143.0986134,sanyo,japan
01.01.2012,europe,belgium,asia,south_korea,manufactured,lithium_battery,23.5450434,kokam_co,south_korea
01.01.2012,america,usa,asia,south_korea,manufactured,nickel_battery,35.78803669,kokam_co,south_korea
01.01.2012,america,usa,europe,uk,manufactured,lithium_battery,8.48718088,glencore,uk
01.01.2012,america,usa,america,usa,manufactured,lithium_battery,53.1021063,taiyuan_mining_group,china
01.01.2012,europe,germany,europe,finland,mineral,nickel,551.4885497,german_mining_network,germany
01.01.2012,europe,france,europe,finland,mineral,nickel,2782.465571,finland_national_group,finland
01.01.2012,europe,spain,europe,finland,mineral,nickel,4277.910378,finland_national_group,finland
01.01.2012,europe,poland,europe,finland,mineral,nickel,2076.182256,poland_group,poland
01.01.2012,europe,italy,europe,finland,mineral,nickel,11673.89636,glencore,uk
01.01.2012,europe,finland,europe,finland,mineral,nickel,5098.101839,finland_national_group,finland
01.01.2012,europe,uk,europe,finland,mineral,nickel,3829.181144,glencore,uk
01.01.2012,europe,switzerland,europe,finland,mineral,nickel,4370.782832,swiss_group,switzerland
01.06.2012,europe,belgium,asia,china,mineral,cobalt,156.7108422,byd_group,china
01.06.2012,europe,belgium,africa,drc,mineral,nickel,488.1904341,areva,france
01.06.2012,europe,belgium,america,usa,mineral,silicon,782.3594934,newmont_goldcorp,usa
01.06.2012,europe,belgium,asia,russia,mineral,nickel,28.14354267,newmont_goldcorp,usa
01.06.2012,europe,belgium,america,chile,mineral,lithium,42.24214513,byd_group,china
01.06.2012,europe,italy,africa,drc,mineral,cobalt,96.6260038,areva,france
01.06.2012,europe,belgium,asia,china,manufactured,lithium_battery,156.3564529,byd_group,china
01.06.2012,europe,germany,asia,china,manufactured,lithium_battery,95.26466934,byd_group,china
01.06.2012,america,usa,asia,china,manufactured,lithium_battery,115.4028333,byd_group,china
01.06.2012,europe,france,america,chile,mineral,lithium,3596.860338,chile_nat_group,chile
01.06.2012,europe,poland,america,chile,mineral,lithium,1651.70394,chile_nat_group,chile
01.06.2012,asia,china,america,chile,mineral,lithium,14845.30984,chile_nat_group,chile
01.06.2012,europe,france,asia,china,mineral,nickel,6535.387377,byd_group,china
01.06.2012,europe,france,europe,france,manufactured,lithium_battery,44.73736821,french_mining_group,france
01.06.2012,europe,france,asia,russia,mineral,cobalt,104.2976907,french_mining_group,france
01.06.2012,europe,france,america,brasil,mineral,cobalt,58.43997685,french_mining_group,france
01.06.2012,europe,belgium,europe,germany,manufactured,lithium_battery,104.9240762,german_mining_network,germany
01.06.2012,europe,france,europe,germany,manufactured,lithium_battery,176.2683062,german_mining_network,germany
01.06.2012,europe,germany,africa,drc,mineral,cobalt,1.185158688,german_mining_network,germany
01.06.2012,america,usa,europe,germany,manufactured,nickel_battery,234.2233363,german_mining_network,germany
01.06.2012,europe,germany,africa,south_africa,mineral,manganese,23.94816024,glencore,uk
01.06.2012,europe,germany,asia,china,mineral,cobalt,115.112477,byd_group,china
01.06.2012,europe,switzerland,africa,south_africa,mineral,manganese,518.0162446,glencore,uk
01.06.2012,europe,uk,africa,drc,mineral,nickel,68.01846993,glencore,uk
01.06.2012,europe,uk,africa,south_africa,mineral,manganese,162.1092756,glencore,uk
01.06.2012,europe,germany,america,chile,mineral,lithium,4281.234916,byd_group,china
01.06.2012,asia,china,africa,south_africa,mineral,manganese,223.1374382,glencore,uk
01.06.2012,europe,france,america,usa,mineral,silicon,66.24323971,newmont_goldcorp,usa
01.06.2012,europe,italy,asia,china,mineral,cobalt,340.8397538,taiyuan_mining_group,china
01.06.2012,europe,germany,america,usa,mineral,silicon,133.4237837,newmont_goldcorp,usa
01.06.2012,europe,germany,america,brasil,mineral,lithium,3341.760396,newmont_goldcorp,usa
01.06.2012,europe,poland,america,usa,mineral,silicon,139.6865193,newmont_goldcorp,usa
01.06.2012,europe,italy,america,chile,mineral,lithium,2978.682117,byd_group,china
01.06.2012,europe,spain,america,usa,mineral,cobalt,7.942419413,newmont_goldcorp,usa
01.06.2012,asia,china,america,usa,mineral,silicon,268.0317179,newmont_goldcorp,usa
01.06.2012,europe,poland,asia,china,mineral,graphite,803.2073699,byd_group,china
01.06.2012,europe,poland,africa,drc,mineral,cobalt,5.002104296,taiyuan_mining_group,china
01.06.2012,europe,belgium,europe,france,manufactured,lithium_battery,26.447963,sibelco,belgium
01.06.2012,europe,belgium,america,brasil,mineral,cobalt,289.4747345,sibelco,belgium
01.06.2012,europe,belgium,africa,zimbabwe,mineral,lithium,14988.21102,south_africa_min_group,south_africa
01.06.2012,europe,france,africa,drc,mineral,graphite,1834.741327,south_africa_min_group,south_africa
01.06.2012,europe,france,africa,south_africa,mineral,manganese,8.978831031,south_africa_min_group,south_africa
01.06.2012,europe,spain,asia,china,mineral,graphite,35.33309267,byd_group,china
01.06.2012,europe,italy,africa,south_africa,mineral,silicon,189.3500953,south_africa_min_group,south_africa
01.06.2012,europe,italy,africa,south_africa,mineral,manganese,95.83652335,south_africa_min_group,south_africa
01.06.2012,europe,poland,africa,south_africa,mineral,manganese,351.2498901,south_africa_min_group,south_africa
01.06.2012,europe,spain,america,chile,mineral,lithium,5721.127182,byd_group,china
01.06.2012,europe,switzerland,africa,drc,mineral,graphite,886.5793224,swiss_group,switzerland
01.06.2012,europe,switzerland,america,usa,mineral,cobalt,75.8602857,swiss_group,switzerland
01.06.2012,europe,switzerland,asia,china,mineral,graphite,1348.857808,taiyuan_mining_group,china
01.06.2012,europe,switzerland,america,chile,mineral,lithium,9976.015909,swiss_group,switzerland
01.06.2012,europe,switzerland,america,brasil,mineral,silicon,208.5969717,swiss_group,switzerland
01.06.2012,europe,spain,africa,zimbabwe,mineral,lithium,92.46986372,zimbabwe_group,zimbabwe
01.06.2012,europe,germany,asia,russia,mineral,cobalt,4.195492564,russia_mining_network,russia
01.06.2012,europe,italy,asia,russia,mineral,cobalt,40.99888488,russia_mining_network,russia
01.06.2012,europe,italy,america,brasil,mineral,silicon,151.5113272,glencore,uk
01.06.2012,europe,uk,asia,china,mineral,graphite,529.4746937,byd_group,china
01.06.2012,europe,poland,asia,russia,mineral,cobalt,265.3603371,russia_mining_network,russia
01.06.2012,europe,poland,europe,poland,mineral,lithium,7529.615812,poland_group,poland
01.06.2012,europe,spain,africa,drc,mineral,cobalt,105.8300271,,
01.06.2012,europe,uk,america,chile,mineral,lithium,14056.96747,taiyuan_mining_group,china
01.06.2012,europe,spain,asia,russia,mineral,cobalt,38.48644817,russia_mining_network,russia
01.06.2012,europe,uk,asia,china,mineral,lithium,3.802010905,byd_group,china
01.06.2012,europe,spain,america,brasil,mineral,lithium,2020.729688,glencore,uk
01.06.2012,europe,switzerland,asia,russia,mineral,cobalt,316.4466196,glencore,uk
01.06.2012,europe,uk,america,usa,mineral,cobalt,63.50939773,newmont_goldcorp,usa
01.06.2012,europe,uk,asia,russia,mineral,cobalt,41.85026544,russia_mining_network,russia
01.06.2012,asia,china,asia,china,mineral,lithium,7.435770794,taiyuan_mining_group,china
01.06.2012,asia,china,africa,drc,mineral,nickel,6658.257889,byd_group,china
01.06.2012,asia,china,africa,drc,mineral,graphite,1143.449752,taiyuan_mining_group,china
01.06.2012,asia,china,america,argentina,mineral,lithium,11230.74402,newmont_goldcorp,usa
01.06.2012,asia,china,oceany,australia,mineral,lithium,2720.110287,byd_group,china
01.06.2012,asia,china,africa,drc,mineral,cobalt,532.509186,,
01.06.2012,europe,belgium,asia,japan,manufactured,lithium_battery,9.629677493,sanyo,japan
01.06.2012,america,usa,asia,japan,manufactured,nickel_battery,66.34130957,sanyo,japan
01.06.2012,europe,belgium,asia,south_korea,manufactured,lithium_battery,154.4371678,kokam_co,south_korea
01.06.2012,america,usa,asia,south_korea,manufactured,nickel_battery,90.68632063,kokam_co,south_korea
01.06.2012,america,usa,europe,uk,manufactured,lithium_battery,7.826440738,glencore,uk
01.06.2012,america,usa,america,usa,manufactured,lithium_battery,2.760051602,taiyuan_mining_group,china
01.06.2012,europe,germany,europe,finland,mineral,nickel,1720.929713,german_mining_network,germany
01.06.2012,europe,france,europe,finland,mineral,nickel,5368.392865,finland_national_group,finland
01.06.2012,europe,spain,europe,finland,mineral,nickel,4035.461465,finland_national_group,finland
01.06.2012,europe,poland,europe,finland,mineral,nickel,29.02396547,poland_group,poland
01.06.2012,europe,italy,europe,finland,mineral,nickel,2756.743618,glencore,uk
01.06.2012,europe,finland,europe,finland,mineral,nickel,1484.903913,finland_national_group,finland
01.06.2012,europe,uk,europe,finland,mineral,nickel,4690.092589,glencore,uk
01.06.2012,europe,switzerland,europe,finland,mineral,nickel,1141.033366,swiss_group,switzerland
01.01.2013,europe,belgium,asia,china,mineral,cobalt,34.45782881,byd_group,china
01.01.2013,europe,belgium,africa,drc,mineral,nickel,1.03821057,areva,france
01.01.2013,europe,belgium,america,usa,mineral,silicon,5.628655672,newmont_goldcorp,usa
01.01.2013,europe,belgium,asia,russia,mineral,nickel,24.92407867,newmont_goldcorp,usa
01.01.2013,europe,belgium,america,chile,mineral,lithium,6099.906488,byd_group,china
01.01.2013,europe,italy,africa,drc,mineral,cobalt,74.27605812,areva,france
01.01.2013,europe,belgium,asia,china,manufactured,lithium_battery,507.7357621,byd_group,china
01.01.2013,europe,germany,asia,china,manufactured,lithium_battery,16.3952419,byd_group,china
01.01.2013,america,usa,asia,china,manufactured,lithium_battery,63.37207616,byd_group,china
01.01.2013,europe,france,america,chile,mineral,lithium,10197.15873,chile_nat_group,chile
01.01.2013,europe,poland,america,chile,mineral,lithium,6781.532336,chile_nat_group,chile
01.01.2013,asia,china,america,chile,mineral,lithium,2704.769226,chile_nat_group,chile
01.01.2013,europe,france,asia,china,mineral,nickel,8765.401282,byd_group,china
01.01.2013,europe,france,europe,france,manufactured,lithium_battery,20.30463313,french_mining_group,france
01.01.2013,europe,france,asia,russia,mineral,cobalt,26.42628807,french_mining_group,france
01.01.2013,europe,france,america,brasil,mineral,cobalt,10.03422639,french_mining_group,france
01.01.2013,europe,belgium,europe,germany,manufactured,lithium_battery,168.0710608,german_mining_network,germany
01.01.2013,europe,france,europe,germany,manufactured,lithium_battery,168.586486,german_mining_network,germany
01.01.2013,europe,germany,africa,drc,mineral,cobalt,71.74126115,german_mining_network,germany
01.01.2013,america,usa,europe,germany,manufactured,nickel_battery,242.7079625,german_mining_network,germany
